id,StartDate,EndDate,studytime,bottest_filter,hand_w,discomfort1_1,discomfort1_2,discomfort1_3,discomfort1_4,discomfort1_5,discomfort1_6,discomfort1_7,discomfort1_8,dginstrux,comp2,fairQ_1,fairQ_rt_First Click,fairQ_rt_Last Click,fairQ_rt_Page Submit,fairQ_rt_Click Count,assignrt_First Click,assignrt_Last Click,assignrt_Page Submit,assignrt_Click Count,r1rt_First Click,r1rt_Last Click,r1rt_Page Submit,r1rt_Click Count,dg1_1,dg1_rt_First Click,dg1_rt_Last Click,dg1_rt_Page Submit,dg1_rt_Click Count,r2rt_First Click,r2rt_Last Click,r2rt_Page Submit,r2rt_Click Count,dg2_1,dg2_rt_First Click,dg2_rt_Last Click,dg2_rt_Page Submit,dg2_rt_Click Count,r3rt_First Click,r3rt_Last Click,r3rt_Page Submit,r3rt_Click Count,dg3_1,dg3_rt_First Click,dg3_rt_Last Click,dg3_rt_Page Submit,dg3_rt_Click Count,r4rt_First Click,r4rt_Last Click,r4rt_Page Submit,r4rt_Click Count,dg4_1,dg4_rt_First Click,dg4_rt_Last Click,dg4_rt_Page Submit,dg4_rt_Click Count,r5rt_First Click,r5rt_Last Click,r5rt_Page Submit,r5rt_Click Count,dg5_1,dg5_rt_First Click,dg5_rt_Last Click,dg5_rt_Page Submit,dg5_rt_Click Count,num1,num2,num3,num4,num5,num6,num7,num8a,num8b,num9,num10,num11,num12,num13,num14,compcheck,memQ_4,memQrt_First Click,memQrt_Last Click,memQrt_Page Submit,memQrt_Click Count,conf,discomfort3_1,discomfort3_2,discomfort3_3,discomfort3_4,discomfort3_5,discomfort3_6,discomfort3_7,discomfort3_8,responsible,gender,age,deception1,deception2,feedbackexcl,Numeracy
11,6/22/19 12:14,6/22/19 12:24,0:10,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,7,7,I have carefully read and understand the instructions above.,TRUE,30,14.168,14.168,16.523,1,0,0,2.016,0,0,0,3.014,0,30,3.544,3.544,4.108,1,0,0,3.114,0,40,4.693,4.693,5.244,1,0,0,3.012,0,20,0.853,0.853,2.114,1,0,0,3.013,0,20,0.452,0.452,1.304,1,0,0,3.015,0,30,0.483,0.483,1.283,1,500,10,0.1,1 in 10,10%,2%,2%,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,25,4.172,16.526,18.123,6,5,1,1,1,7,7,7,7,7,7,Male,32,1,1,1,12
12,6/22/19 12:14,6/22/19 12:25,0:11,1,"If you cant be there in person, send a letter.",2,1,3,5,5,5,3,2,I have carefully read and understand the instructions above.,TRUE,50,6.428,6.428,7.393,1,0,0,2.118,0,0,0,3.009,0,50,3.413,4.727,5.561,2,0,0,3.008,0,60,2.606,3.084,4.725,2,0,0,3.115,0,50,1.992,2.666,3.839,2,0,0,3.014,0,40,4.036,5.147,6.088,2,0,0,3.016,0,60,1.241,1.241,2.638,1,500,10,1%,1 in 10,10%,2%,20%,10,100,20%,50,1 in 12 chance,1%,7%,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,2.993,2.993,5.677,1,5,2,1,2,5,6,5,3,4,6,Female,34,1,1,1,9
13,6/22/19 12:16,6/22/19 12:26,0:10,1,mail mail.,1,1,1,4,4,4,4,4,I have carefully read and understand the instructions above.,FALSE,40,5.639,5.639,7.044,1,0,0,2.007,0,0,0,4.161,0,30,3.775,3.775,5.399,1,0,0,3.006,0,30,2.325,2.325,3.194,1,0,0,3.006,0,30,2.262,2.262,3.421,1,0,0,3.008,0,30,1.807,1.807,2.702,1,0,0,3.112,0,30,2.451,2.451,3.263,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,0.05,1 in 12 chance,90,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall keeping,30,2.554,4.101,6.412,2,7,1,1,1,4,4,4,1,4,7,Male,30,1,1,1,13
14,6/22/19 12:18,6/22/19 12:26,0:08,1,"If you can't be there in person, send a letter.",1,1,2,6,6,6,6,6,I have carefully read and understand the instructions above.,TRUE,50,4.928,4.928,5.907,1,0,0,2.005,0,0,0,3.006,0,50,3.766,3.766,4.796,1,0,0,3.005,0,50,1.497,1.497,2.163,1,0,0,3.005,0,50,1.465,1.853,2.633,2,0,0,3.006,0,50,1.278,1.278,2.177,1,0,0,3.005,0,50,1.78,1.78,2.682,1,350,10,0.1,1 in 10,10%,2,2,10,100,20,1,1 in 12 chance,9,8,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,50,2.911,2.911,3.632,1,7,1,1,1,6,6,6,6,6,7,Male,30,1,1,1,10
15,6/22/19 12:18,6/22/19 12:27,0:09,1,"If you can't be there in person, send a letter. ",4,4,5,6,5,4,6,7,I have carefully read and understand the instructions above.,TRUE,10,3.076,5.563,6.595,7,0,0,2.006,0,0,0,3.007,0,10,18.713,18.713,20.071,1,0,0,3.108,0,0,4.918,8.007,8.828,6,0,0,3.006,0,0,4.426,4.426,5.317,1,0,0,3.007,0,10,0.988,1.425,2.033,3,0,0,4.043,0,10,1.01,2.575,3.426,5,24,100,100,1 in 1000,10%,2,10%,1,10,20%,2,1 in 12 chance,1,3%,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,8,1.159,5.951,8.661,12,4,3,5,2,2,4,3,6,6,4,Male,24,1,1,1,5
16,6/22/19 12:26,6/22/19 12:37,0:11,1,"If you can't be there in person, send a letter.",1,1,1,3,4,3,1,2,I have carefully read and understand the instructions above.,TRUE,10,6.136,6.136,7.253,1,0,0,2.014,0,0,0,3.115,0,20,4.663,4.663,5.549,1,0,0,3.02,0,20,3.991,6.279,7.57,2,0,0,3.011,0,30,2.228,2.228,3.147,1,0,0,3.009,0,50,2.283,2.283,3.208,1,0,0,3.014,0,70,1.53,1.53,2.291,1,500,10,1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,40,1.503,1.503,2.739,1,5,1,1,1,3,3,2,1,2,6,Female,25,1,1,-1,12
17,6/22/19 12:50,6/22/19 12:57,0:07,1,"If you can't be there in person, send a letter.",1,2,3,6,6,6,5,3,I have carefully read and understand the instructions above.,FALSE,40,7.323,7.323,7.929,1,0,0,2.008,0,0,0,3.006,0,30,2.283,3.681,4.342,5,0,0,3.007,0,30,1.261,1.291,1.994,2,0,0,3.106,0,50,1.203,3.078,3.923,14,0,0,3.008,0,50,0.595,0.595,1.303,1,0,0,3.009,0,40,0.608,0.608,1.748,1,500,10,0.001,1 in 10,1%,2,1 in 50,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,35,0.957,4.493,5.169,3,5,3,5,5,5,6,4,2,3,7,Male,27,1,1,1,12
18,6/22/19 12:51,6/22/19 13:05,0:14,1,"If you can't be there in person, send a letter.",1,1,1,7,7,6,3,6,I have carefully read and understand the instructions above.,TRUE,10,15.128,16.73,17.94,2,0,0,2.01,0,0,0,3.112,0,20,10.66,10.66,11.917,1,0,0,3.111,0,10,2.311,2.311,3.246,1,0,0,3.112,0,20,2.646,2.646,3.651,1,0,0,3.008,0,30,3.039,5.4,6.254,3,0,0,3.007,0,10,1.731,3.93,4.973,2,500,10,0.10%,1 in 10,10%,2%,0.02%,10,100,20,5,1 in 12 chance,99.91%,64%,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,22,6.415,27.556,29.312,3,5,1,1,1,7,7,5,4,6,6,Male,22,1,1,1,13
19,6/22/19 12:56,6/22/19 13:09,0:13,1,"If you can't be there in person,send a letter.",1,1,1,6,6,6,6,5,I have carefully read and understand the instructions above.,FALSE,0,11.011,17.962,19.556,2,0,0,2.01,0,0,0,3.113,0,10,4.486,7.463,10.676,3,0,0,3.028,0,10,2.1,2.1,3.88,1,0,0,3.037,0,10,1.71,1.71,3.265,1,0,0,3.011,0,10,1.753,1.753,3.48,1,0,0,3.133,0,10,1.915,3.61,5.127,2,500,1,10,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,90,14,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,10,2.601,6.884,8.45,4,7,1,1,1,6,6,6,6,6,7,Female,47,1,1,0,12
20,6/22/19 13:06,6/22/19 13:11,0:05,1,"regular old put-a-stamp-on-it mail mail. If you can't be there in person send a letter. And if you have trouble finding the time, let us help you!",1,1,1,6,6,6,5,5,I have carefully read and understand the instructions above.,FALSE,30,2.567,4.914,6.692,2,0,0,2.106,0,0,0,3.206,0,10,2.254,2.254,2.815,1,0,0,3.106,0,20,1.736,1.736,2.444,1,0,0,3.106,0,20,0.765,1.89,2.789,2,0,0,3.005,0,10,1.004,1.336,2.094,2,0,0,3.005,0,10,1.077,1.866,2.029,2,500,10,0.1,1 in 10,10%,2,2,10,100,20,2,1 in 12 chance,18,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,30,8.63,8.63,9.257,1,5,1,1,1,6,6,6,6,6,6,Male,30,1,1,1,12
21,6/22/19 13:04,6/22/19 13:12,0:08,1,"if you can't be there in person, send a letter",2,1,1,7,7,7,7,3,I have carefully read and understand the instructions above.,FALSE,30,3.249,7.707,9.153,3,0,0,2.107,0,0,0,3.005,0,40,3.692,3.692,4.742,1,0,0,3.005,0,30,1.9,1.9,2.801,1,0,0,3.006,0,40,1.588,1.588,2.906,1,0,0,3.006,0,10,1.939,1.939,3.269,1,0,0,3.007,0,20,5.518,5.518,6.7,1,400,1,1,1 in 10,10%,2,2,10,100,20,0,1 in 12 chance,3,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,30,4.726,15.075,16.7,2,6,1,2,1,7,7,7,5,4,7,Female,21,1,1,0,9
22,6/22/19 13:16,6/22/19 13:22,0:06,1,"If you can't be there in person, send a letter.",3,2,4,5,5,6,3,5,I have carefully read and understand the instructions above.,TRUE,50,4.022,4.022,4.574,1,0,0,2.005,0,0,0,3.007,0,50,2.592,2.592,3.139,1,0,0,3.005,0,50,2.573,5.02,5.525,3,0,0,3.007,0,50,2.07,4.307,5.077,2,0,0,3.005,0,50,4.966,7.283,7.991,2,0,0,3.006,0,50,0.594,2.497,3.441,2,500,10,0.1,1 in 10,10%,2,2 in 100 in ten years,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall keeping,50,1.951,2.848,4.125,2,6,3,3,3,6,5,5,3,4,5,Female,42,1,1,1,12
23,6/22/19 13:21,6/22/19 13:30,0:09,1,"If you can't be there in person, send a letter.",2,1,1,5,5,3,2,4,I have carefully read and understand the instructions above.,FALSE,40,6.612,7.92,8.691,2,0,0,2.009,0,0,0,3.108,0,40,3,3,3.789,1,0,0,3.109,0,50,1.595,1.595,2.168,1,0,0,3.106,0,40,1.089,1.089,1.638,1,0,0,3.007,0,50,1.129,1.129,1.666,1,0,0,3.007,0,40,1.244,1.244,1.727,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,90,100,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,46,1.125,23.052,23.629,3,1,1,1,1,6,6,6,2,5,7,Male,30,1,1,0,14
24,6/22/19 13:23,6/22/19 13:31,0:08,1,"if you can't be there in person, send a letter.",1,1,1,6,6,6,6,6,I have carefully read and understand the instructions above.,FALSE,10,5.885,5.885,7.045,1,0,0,2.01,0,0,0,3.011,0,0,2.562,2.562,3.288,1,0,0,3.016,0,0,1.837,1.837,3.013,1,0,0,3.009,0,0,1.075,1.075,1.984,1,0,0,3.012,0,0,1.15,1.15,2.394,1,0,0,3.11,0,0,1.202,1.202,2.419,1,500,10,0.001,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,0,2.153,2.153,4.751,1,7,2,2,2,7,7,6,6,7,7,Male,37,1,1,-1,13
25,6/22/19 13:22,6/22/19 13:32,0:10,1,"If you can't be there in person, send a letter.",2,2,2,6,7,6,4,5,I have carefully read and understand the instructions above.,FALSE,20,11.704,14.246,22.418,2,0,0,2.106,0,0,0,3.021,0,50,5.253,5.253,5.907,1,0,0,3.007,0,50,0.781,1.007,1.735,2,0,0,3.108,0,50,0.633,0.633,1.519,1,0,0,3.007,0,50,0.473,1.227,1.528,2,0,0,3.108,0,50,0.473,0.473,1.282,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,1.007,4.021,5.219,2,7,2,2,2,6,7,6,4,5,6,Male,30,1,1,0,13
26,6/22/19 13:25,6/22/19 13:34,0:09,1,If you can't be there in person send a letter.,1,1,1,2,6,7,4,6,I have carefully read and understand the instructions above.,TRUE,50,4.94,4.94,5.501,1,0,0,2.007,0,0,0,3.008,0,10,3.773,3.773,4.483,1,0,0,3.008,0,20,2.689,2.689,3.31,1,0,0,3.006,0,10,1.669,2.967,3.224,4,0,0,3.007,0,10,2.094,2.094,3.194,1,0,0,3.107,0,20,1.693,2.316,2.6,2,500,100,1,1 in 10,10%,2,10,10,100,20,1,1 in 12 chance,82,64,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,14,1.65,6.833,7.401,7,7,1,1,2,4,2,4,3,3,7,Male,22,1,1,1,9
27,6/22/19 13:22,6/22/19 13:43,0:21,1,"If you can't be there in person,
send a letter.",5,5,5,4,4,4,2,3,I have carefully read and understand the instructions above.,FALSE,40,35.262,45.34,47.195,2,0,0,2.115,0,0,0,3.026,0,50,5.127,5.127,6.847,1,0,0,3.131,0,50,3.601,3.601,5.502,1,0,0,3.118,0,50,3.032,3.032,4.758,1,0,0,3.112,0,50,3.374,3.374,4.973,1,0,0,3.023,0,50,4.659,4.659,6.031,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,4.968,6.83,8.67,2,7,3,3,3,4,4,4,2,4,7,Male,60,1,0,1,14
28,6/22/19 13:34,6/22/19 13:45,0:11,1,mail mail.,2,2,2,4,6,5,5,6,I have carefully read and understand the instructions above.,FALSE,10,8.05,8.05,9.016,1,0,0,2.006,0,0,0,3.005,0,10,2.54,3.153,3.748,2,0,0,3.105,0,10,1.795,1.795,2.512,1,0,0,3.005,0,10,2.46,2.46,3.112,1,0,0,3.106,0,10,3.026,3.026,3.782,1,0,0,3.106,0,10,1.963,1.963,2.843,1,50,10,0.001,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,1,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,10,3.346,5.242,5.618,3,7,3,3,2,6,6,6,4,6,7,Male,32,1,0,1,12
29,6/22/19 13:43,6/22/19 13:54,0:11,1,"If you can't be there in person, send a letter.",1,1,1,6,6,5,2,2,I have carefully read and understand the instructions above.,FALSE,50,5.23,5.23,6.518,1,0,0,2.107,0,0,0,3.106,0,50,3.471,3.471,4.396,1,0,0,3.107,0,50,2.081,2.081,3.905,1,0,0,3.105,0,50,1.946,1.946,3.8,1,0,0,3.005,0,50,1.868,1.868,3.612,1,0,0,3.007,0,50,2.11,2.11,3.431,1,500,1,1,1 in 10,10%,2,2,10,100,20,10,1 in 12 chance,90,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,3.131,3.131,4.582,1,7,2,1,1,6,6,7,2,2,7,Other,42,1,1,-1,11
30,6/22/19 13:55,6/22/19 14:04,0:09,1,"If you can't be there in person, send a letter.",2,3,3,5,5,5,3,3,I have carefully read and understand the instructions above.,FALSE,30,9.476,14.187,16.025,2,0,0,2.006,0,0,0,3.107,0,40,3.974,3.974,4.676,1,0,0,3.007,0,40,1.79,1.79,3.011,1,0,0,3.006,0,40,1.855,1.855,2.819,1,0,0,3.007,0,40,1.794,1.794,2.952,1,0,0,3.008,0,40,1.784,1.784,2.662,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,40,4.624,4.624,8.549,1,7,2,2,3,6,6,6,4,6,7,Male,46,0,0,1,13
31,6/22/19 13:57,6/22/19 14:09,0:12,1,"If you can't be there in person, send a letter.",1,1,1,6,6,2,1,2,I have carefully read and understand the instructions above.,FALSE,50,12.089,12.089,12.978,1,0,0,2.106,0,0,0,3.106,0,50,1.819,2.848,3.721,3,0,0,3.005,0,50,1.147,1.147,2.608,1,0,0,3.107,0,50,0.724,0.941,1.872,2,0,0,3.006,0,50,1.123,1.123,2.249,1,0,0,3.005,0,50,1.078,1.078,1.812,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,3.957,3.957,5.346,1,7,1,1,1,6,6,2,1,2,7,Male,31,1,1,1,14
32,6/22/19 13:56,6/22/19 14:11,0:15,1,"If you can't be there in person, send a letter.",1,1,1,6,6,6,4,6,I have carefully read and understand the instructions above.,FALSE,50,14.984,14.984,17.046,1,0,0,2.122,0,0,0,3.006,0,50,3.882,3.882,5.256,1,0,0,3.011,0,50,3.937,3.937,5.482,1,0,0,3.007,0,50,1.901,1.901,3.427,1,0,0,3.026,0,50,1.722,1.722,3.189,1,0,0,3.111,0,50,2.174,3.243,4.801,2,500,10,100,1 in 10,10%,2,1 in 50,10,100,20%,5,1 in 12 chance,9%,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,4.995,7.991,12.02,4,7,1,1,1,6,6,6,4,6,7,Female,70,1,0,1,13
