id,StartDate,EndDate,studytime,bottest_filter,handw,discomfort1_1,discomfort1_2,discomfort1_3,discomfort1_4,discomfort1_5,discomfort1_6,discomfort1_7,discomfort1_8,dginstrux,comp2,fairQ_1,fairQ_rt_First Click,fairQ_rt_Last Click,fairQ_rt_Page Submit,fairQ_rt_Click Count,assignrt_First Click,assignrt_Last Click,assignrt_Page Submit,assignrt_Click Count,forced,preventRT_First Click,preventRT_Last Click,preventRT_Page Submit,preventRT_Click Count,comp1,r1_rt_First Click,r1_rt_Last Click,r1_rt_Page Submit,r1_rt_Click Count,dg1,dg1_rt_First Click,dg1_rt_Last Click,dg1_rt_Page Submit,dg1_rt_Click Count,r2_rt_First Click,r2_rt_Last Click,r2_rt_Page Submit,r2_rt_Click Count,dg2,dg2_rt_First Click,dg2_rt_Last Click,dg2_rt_Page Submit,dg2_rt_Click Count,r3_rt_First Click,r3_rt_Last Click,r3_rt_Page Submit,r3_rt_Click Count,dg3,dg3_rt_First Click,dg3_rt_Last Click,dg3_rt_Page Submit,dg3_rt_Click Count,r4_rt_First Click,r4_rt_Last Click,r4_rt_Page Submit,r4_rt_Click Count,dg4,dg4_rt_First Click,dg4_rt_Last Click,dg4_rt_Page Submit,dg4_rt_Click Count,r5_rt_First Click,r5_rt_Last Click,r5_rt_Page Submit,r5_rt_Click Count,dg5,dg5_rt_First Click,dg5_rt_Last Click,dg5_rt_Page Submit,dg5_rt_Click Count,num1,num2,num3,num4,num5,num6,num7,num8a,num8b,num9,num10,num11,num12,num13,num14,compcheck,memQ_4,memQrt_First Click,memQrt_Last Click,memQrt_Page Submit,memQrt_Click Count,conf,discomfort3_1,discomfort3_2,discomfort3_3,discomfort3_4,discomfort3_5,discomfort3_6,discomfort3_7,discomfort3_8,responsible,gender,age,deception1,deception2,feedbackexcl,dgXP,id,dg1,dg2,dg3,dg4,dg5,Numeracy
11,7/12/19 7:47,7/12/19 7:53,0:06,1,"If your can’t be there in person, send a letter.",1,1,1,7,7,5,5,3,I have carefully read and understand the instructions above.,TRUE,10,6.391,8.811,9.538,4,0,0,2.01,0,I have carefully read and understand the instructions above.,9.678,21.463,21.491,3,FALSE,0,0,3.109,0,20,3.374,4.616,5.368,3,0,0,3.009,0,20,1.763,1.763,2.421,1,0,0,3.008,0,20,1.856,2.837,4.051,3,0,0,3.009,0,20,1.411,1.411,2.194,1,0,0,3.009,0,20,1.48,2.101,3.045,2,867,10,10,1 in 10,10%,20,20,1,100,1,5,1 in 12 chance,0,50,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,20,1.43,3.101,4.154,2,"
7",2,1,1,7,6,6,5,4,1,Female,28,1,1,1,2,283,20,20,20,20,20,7
12,7/12/19 7:46,7/12/19 7:53,0:07,1,"If you can't be there in person, send a letter.",1,1,4,5,5,1,1,1,I have carefully read and understand the instructions above.,FALSE,10,9.248,13.359,14.477,8,0,0,2.011,0,I have carefully read and understand the instructions above.,10.853,10.853,12.103,1,FALSE,0,0,3.007,0,90,3.601,3.601,4.703,1,0,0,3.006,0,70,1.45,1.45,2.256,1,0,0,3.106,0,80,1.298,1.807,2.839,2,0,0,3.007,0,70,1.132,1.445,2.117,2,0,0,3.107,0,80,1.452,1.891,2.489,2,500,10,0.1,1 in 10,10%,2,2,10,1,20,5,1 in 12 chance,9,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,75,9.123,9.123,9.921,1,6,1,1,1,6,5,2,1,1,1,Female,23,1,1,0,2,619,90,70,80,70,80,12
13,7/12/19 7:45,7/12/19 7:53,0:08,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,7,7,I have carefully read and understand the instructions above.,FALSE,50,5.594,5.594,7.174,1,0,0,2.11,0,I have carefully read and understand the instructions above.,9.194,9.194,9.94,1,FALSE,0,0,3.113,0,10,3.623,3.623,4.622,1,0,0,3.117,0,10,1.413,1.413,2.62,1,0,0,3.011,0,20,1.384,1.384,2.299,1,0,0,3.215,0,20,1.433,1.433,2.316,1,0,0,3.009,0,10,1.892,1.892,2.761,1,50,1,1,1 in 10,10%,2,2,1,10,20,5,1 in 12 chance,1,124,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,10,1.963,3.505,4.615,3,"
7",1,1,1,7,7,7,7,7,1,Female,39,0,1,1,2,177,10,10,20,20,10,7
14,7/12/19 7:46,7/12/19 7:54,0:08,1,"If you can't be there in person, send a letter",4,4,4,3,2,3,2,3,I have carefully read and understand the instructions above.,FALSE,10,5.336,5.336,6.439,1,0,0,2.007,0,I have carefully read and understand the instructions above.,12.288,12.288,13.831,1,FALSE,0,0,3.01,0,50,2.149,2.401,3.405,2,0,0,3.008,0,50,1.827,5.055,5.925,2,0,0,3.008,0,50,1.866,1.866,2.797,1,0,0,3.107,0,50,1.206,1.206,2.427,1,0,0,3.009,0,50,1.368,1.368,3.446,1,500,10,0.1,1 in 10,10%,2%,2%,10,100,20%,10,1 in 12 chance,10,24%,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,50,1.186,1.186,1.976,1,"
7",4,4,4,4,4,4,4,4,1,Male,31,0,1,1,2,636,50,50,50,50,50,11
15,7/12/19 7:44,7/12/19 7:54,0:10,1,"If you can't be there in person, send a letter.",1,1,1,5,7,7,1,4,I have carefully read and understand the instructions above.,FALSE,40,3.312,8.8,10.291,2,0,0,2.006,0,I have carefully read and understand the instructions above.,18.804,18.804,19.871,1,FALSE,0,0,3.11,0,50,2.445,2.445,3.097,1,0,0,3.107,0,50,1.393,1.393,1.921,1,0,0,3.106,0,50,1.177,3.189,3.694,3,0,0,3.004,0,50,1.565,1.565,2.252,1,0,0,4.854,0,50,1.412,1.412,1.925,1,500,10,0.1,1 in 10,10%,2,1 in 50,10,100,20,5,1 in 12 chance,18,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,3.162,3.162,4.308,1,"
7",1,1,1,7,7,7,1,5,1,Male,26,1,1,0,4,46,50,50,50,50,50,13
16,7/12/19 7:45,7/12/19 7:54,0:09,1,"If you can't be there in person, send a letter.",1,1,1,5,6,6,3,5,I have carefully read and understand the instructions above.,FALSE,50,6.251,6.251,7.44,1,0,0,2.106,0,I have carefully read and understand the instructions above.,13.159,13.159,14.245,1,FALSE,0,0,3.008,0,90,2.949,4.821,8.481,2,0,0,3.006,0,80,1.288,1.288,2.845,1,0,0,3.106,0,90,1.542,1.542,2.394,1,0,0,3.106,0,80,3.334,3.334,4.187,1,0,0,3.006,0,90,3.524,3.524,4.289,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,9,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,85,2.313,2.313,2.829,1,5,1,1,1,6,6,6,2,4,1,Male,29,0,1,1,2,241,90,80,90,80,90,14
17,7/12/19 7:44,7/12/19 7:54,0:10,1,"If you can't be there in person, send a letter.",3,1,1,6,6,4,2,2,I have carefully read and understand the instructions above.,FALSE,30,7.538,7.538,10.238,1,0,0,2.007,0,I have carefully read and understand the instructions above.,10.862,10.862,11.616,1,FALSE,0,0,3.108,0,0,5.426,5.426,6.88,1,0,0,3.109,0,0,3.022,3.022,4.052,1,0,0,3.008,0,0,2.106,2.106,3.73,1,0,0,3.009,0,0,1.924,1.924,2.822,1,0,0,3.106,0,0,2.33,2.33,3.002,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,0,2.087,3.709,4.894,2,"
7",4,2,3,6,6,3,2,2,1,Female,26,1,1,0,2,70,0,0,0,0,0,13
18,7/12/19 7:46,7/12/19 7:54,0:08,1,"If you can't be there in person, send a letter ",5,6,5,4,5,5,5,3,I have carefully read and understand the instructions above.,TRUE,60,2.808,2.808,3.325,1,0,0,2.012,0,I have carefully read and understand the instructions above.,8.869,10.854,11.541,4,FALSE,0,0,3.011,0,50,5.403,5.403,6.078,1,0,0,3.11,0,30,1.261,1.261,1.97,1,0,0,3.014,0,10,1.304,1.881,2.808,2,0,0,3.009,0,0,3.077,3.077,3.88,1,0,0,3.113,0,10,1.681,3.044,9.596,3,500,10,1,1 in 10,10%,2,1 in 50,10,1,20,2,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,20,7.272,11.24,11.893,2,4,5,6,6,5,5,5,6,6,1,Male,33,1,1,1,1,218,50,30,10,0,10,10
19,7/12/19 7:44,7/12/19 7:54,0:10,1,"If you can't be there in person, send a letter.",1,1,1,5,5,2,1,1,I have carefully read and understand the instructions above.,TRUE,30,13.227,13.227,15.009,1,0,0,2.425,0,I have carefully read and understand the instructions above.,7.85,7.85,13.442,1,FALSE,0,0,3.106,0,60,2.368,2.368,3.549,1,0,0,3.005,0,70,1.927,1.927,2.692,1,0,0,3.009,0,70,1.47,1.47,2.29,1,0,0,3.006,0,80,1.515,1.515,2.199,1,0,0,3.106,0,80,1.466,1.466,2.271,1,500,10,0.10%,1 in 10,10%,2%,2 in 100,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,72,1.479,3.311,5.78,2,6,1,1,2,5,5,3,1,2,1,Female,30,1,1,1,4,256,60,70,70,80,80,14
20,7/12/19 7:46,7/12/19 7:54,0:08,1,"If you can't be there in person, send a letter.",3,2,4,5,3,3,4,5,I have carefully read and understand the instructions above.,FALSE,30,6.227,18.883,19.501,2,0,0,2.007,0,I have carefully read and understand the instructions above.,16.258,16.258,16.939,1,FALSE,0,0,3.006,0,40,3.043,3.043,4.071,1,0,0,3.007,0,60,1.849,1.849,2.562,1,0,0,3.006,0,40,1.861,1.861,2.594,1,0,0,3.009,0,50,1.993,1.993,2.727,1,0,0,3.006,0,60,2.174,2.174,2.829,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,18,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,53,4.775,8.423,9.181,2,5,3,3,3,4,3,4,2,2,1,Male,27,1,1,1,1,690,40,60,40,50,60,13
21,7/12/19 7:44,7/12/19 7:54,0:10,1,mail mail.,1,1,1,7,7,7,7,7,I have carefully read and understand the instructions above.,FALSE,30,3.892,6.578,7.513,4,0,0,2.106,0,I have carefully read and understand the instructions above.,6.051,12.895,13.643,3,FALSE,0,0,3.006,0,30,3.87,3.87,5.085,1,0,0,3.107,0,40,1.401,1.401,2.636,1,0,0,3.006,0,30,1.086,4.552,5.639,10,0,0,3.106,0,30,2.347,2.66,3.596,2,0,0,3.108,0,40,1.044,2.019,2.412,2,500,1,1,1 in 10,10%,2,2,10,100,20,0,1 in 12 chance,20,24,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,30,0.809,4.572,5.553,2,3,2,2,1,7,7,7,7,7,3,Female,21,0,1,0,2,312,30,40,30,30,40,9
22,7/12/19 7:46,7/12/19 7:54,0:08,1,"If you can't be there in person, send a letter.",1,1,1,5,7,4,2,4,I have carefully read and understand the instructions above.,FALSE,50,21.313,21.313,22.152,1,0,0,2.108,0,I have carefully read and understand the instructions above.,13.829,13.829,15.334,1,FALSE,0,0,3.007,0,0,5.249,18.942,19.721,4,0,0,3.106,0,0,3.924,4.901,5.625,2,0,0,3.007,0,0,1.403,1.403,2.224,1,0,0,3.005,0,0,1.661,1.661,2.5,1,0,0,3.105,0,0,1.115,1.115,1.84,1,500,10,0.1,1 in 10,10%,2,1 in 50,10,100,20,5,1 in 12 chance,90,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,0,1.486,5.473,7.625,3,"
7",1,5,1,7,7,7,1,7,1,Male,35,1,1,1,1,647,0,0,0,0,0,15
23,7/12/19 7:45,7/12/19 7:54,0:09,1,"If you can't be there in person, send a letter.",2,2,1,6,7,6,4,5,I have carefully read and understand the instructions above.,FALSE,0,7.867,7.867,8.542,1,0,0,2.112,0,I have carefully read and understand the instructions above.,13.185,16.786,17.524,3,FALSE,0,0,3.113,0,10,3.963,3.963,5.003,1,0,0,3.009,0,10,2.316,2.316,3.688,1,0,0,3.01,0,10,1.696,1.696,2.721,1,0,0,3.113,0,10,2.002,2.002,3.248,1,0,0,3.012,0,10,1.493,1.493,2.549,1,500,10,0.001,1 in 10,10%,2,2,10,1,20,5,1 in 12 chance,9,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,10,1.545,3.287,6.616,2,"
7",1,1,1,6,7,6,5,5,1,Female,31,1,1,1,2,304,10,10,10,10,10,12
24,7/12/19 7:46,7/12/19 7:54,0:08,1,"If you can't be there in person, send a letter.",3,3,4,5,5,4,4,4,I have carefully read and understand the instructions above.,TRUE,40,3.145,7.614,8.188,2,0,0,2.107,0,I have carefully read and understand the instructions above.,20.091,20.091,25.418,1,TRUE,0,0,3.106,0,0,2.017,5.234,6.142,2,0,0,3.009,0,0,1.223,1.223,2.343,1,0,0,3.006,0,0,12.365,13.201,14.142,2,0,0,3.005,0,0,1.76,1.76,2.483,1,0,0,3.107,0,0,16.552,16.552,18.028,1,500,10,0.1,1 in 10,10%,2%,1 in 50,10,100,20,5,1 in 12 chance,10,128,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,0,3.149,3.149,3.837,1,"
7",3,3,4,5,5,4,3,3,1,Male,30,1,0,1,2,607,0,0,0,0,0,12
25,7/12/19 7:45,7/12/19 7:54,0:09,1,"If you can't be there in person, send a letter.",1,1,1,4,4,4,3,3,I have carefully read and understand the instructions above.,FALSE,50,6.83,6.83,7.998,1,0,0,2.112,0,I have carefully read and understand the instructions above.,16.983,16.983,17.838,1,FALSE,0,0,3.013,0,70,4.778,4.778,5.544,1,0,0,3.008,0,60,2.66,2.66,3.435,1,0,0,3.007,0,60,3.197,3.197,5.859,1,0,0,3.11,0,70,2.401,2.401,3.234,1,0,0,3.107,0,70,2.829,2.829,4.051,1,500,10,0.001,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,100,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,55,15.138,17.399,18.416,2,5,1,1,1,4,4,4,4,3,1,Male,44,1,1,1,2,394,70,60,60,70,70,12
26,7/12/19 7:45,7/12/19 7:54,0:09,1,"If you can't be there in person, send a letter.",1,1,1,6,6,6,1,4,I have carefully read and understand the instructions above.,FALSE,50,5.604,5.604,6.263,1,0,0,2.01,0,I have carefully read and understand the instructions above.,2.448,13.595,14.351,3,FALSE,0,0,3.009,0,40,4.505,4.505,5.199,1,0,0,3.009,0,40,2.392,2.392,2.987,1,0,0,3.111,0,50,2.105,2.105,2.72,1,0,0,3.01,0,20,1.859,1.859,2.427,1,0,0,3.01,0,40,2.187,2.187,2.688,1,500,10,0.001,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,38,4.647,58.627,59.785,4,5,1,1,1,7,7,6,1,3,1,Female,37,1,0,1,2,405,40,40,50,20,40,13
27,7/12/19 7:45,7/12/19 7:54,0:09,1,mail mail.,1,2,1,7,7,7,5,6,I have carefully read and understand the instructions above.,FALSE,50,6.346,6.346,7.202,1,0,0,2.124,0,I have carefully read and understand the instructions above.,19.472,19.472,20.516,1,FALSE,0,0,3.006,0,50,3.446,6.14,6.477,4,0,0,3.115,0,50,0.971,1.754,2.398,2,0,0,3.113,0,50,2.472,2.472,3.015,1,0,0,3.014,0,50,2.061,2.759,2.901,2,0,0,3.011,0,50,2,2,2.661,1,500,10,1,1 in 10,10%,2,2,10,1,20,1,1 in 12 chance,90,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,2.205,2.205,3.588,1,"
7",2,2,1,7,7,7,4,7,1,Female,27,1,1,0,2,5,50,50,50,50,50,11
28,7/12/19 7:45,7/12/19 7:54,0:09,1,"If you can't be there in person, send a letter",3,1,1,6,7,4,1,3,I have carefully read and understand the instructions above.,FALSE,50,5.209,5.869,6.532,2,0,0,2.006,0,I have carefully read and understand the instructions above.,8.868,13.652,14.274,4,FALSE,0,0,3.034,0,30,7.886,12.659,13.091,4,0,0,4.145,0,20,3.284,5.392,6.128,6,0,0,3.006,0,10,2.245,2.245,3.587,1,0,0,3.006,0,10,1.8,1.966,2.989,2,0,0,3.008,0,10,1.517,1.517,2.594,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,9,100,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,20,14.195,14.195,16.004,1,6,3,4,4,4,3,4,5,4,1,Male,25,1,0,1,,572,30,20,10,10,10,12
