id,StartDate,EndDate,studytime,bottest_filter,handw,discomfort1_1,discomfort1_2,discomfort1_3,discomfort1_4,discomfort1_5,discomfort1_6,discomfort1_7,discomfort1_8,dginstrux,comp2,fairQ_1,fairQ_rt_First Click,fairQ_rt_Last Click,fairQ_rt_Page Submit,fairQ_rt_Click Count,assignrt_First Click,assignrt_Last Click,assignrt_Page Submit,assignrt_Click Count,forced,preventRT_First Click,preventRT_Last Click,preventRT_Page Submit,preventRT_Click Count,comp1,r1_rt_First Click,r1_rt_Last Click,r1_rt_Page Submit,r1_rt_Click Count,dg1,dg1_rt_First Click,dg1_rt_Last Click,dg1_rt_Page Submit,dg1_rt_Click Count,r2_rt_First Click,r2_rt_Last Click,r2_rt_Page Submit,r2_rt_Click Count,dg2,dg2_rt_First Click,dg2_rt_Last Click,dg2_rt_Page Submit,dg2_rt_Click Count,r3_rt_First Click,r3_rt_Last Click,r3_rt_Page Submit,r3_rt_Click Count,dg3,dg3_rt_First Click,dg3_rt_Last Click,dg3_rt_Page Submit,dg3_rt_Click Count,r4_rt_First Click,r4_rt_Last Click,r4_rt_Page Submit,r4_rt_Click Count,dg4,dg4_rt_First Click,dg4_rt_Last Click,dg4_rt_Page Submit,dg4_rt_Click Count,r5_rt_First Click,r5_rt_Last Click,r5_rt_Page Submit,r5_rt_Click Count,dg5,dg5_rt_First Click,dg5_rt_Last Click,dg5_rt_Page Submit,dg5_rt_Click Count,num1,num2,num3,num4,num5,num6,num7,num8a,num8b,num9,num10,num11,num12,num13,num14,compcheck,memQ_4,memQrt_First Click,memQrt_Last Click,memQrt_Page Submit,memQrt_Click Count,conf,discomfort3_1,discomfort3_2,discomfort3_3,discomfort3_4,discomfort3_5,discomfort3_6,discomfort3_7,discomfort3_8,responsible,gender,age,deception1,deception2,feedbackexcl,dgXP,id,dg1,dg2,dg3,dg4,dg5,Numeracy
11,7/14/19 18:00,7/14/19 18:10,0:10,1,mail mail.,6,6,6,5,5,5,4,4,I have carefully read and understand the instructions above.,TRUE,30,8.771,10.113,10.924,2,1.567,1.567,2.107,1,I have carefully read and understand the instructions above.,2.144,15.79,18.001,5,FALSE,0,0,3.109,0,50,3.986,5.172,5.984,2,0,0,3.11,0,50,3.119,3.119,3.868,1,0,0,3.108,0,50,2.374,2.374,3.394,1,0,0,3.008,0,50,2.157,2.157,3.437,1,0,0,3.008,0,50,1.617,1.617,2.158,1,3,2,5%,1 in 10,10%,2,1%,10,100,20,1%,1 in 12 chance,90%,6%,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,2.126,7.496,8.439,6,7,4,4,6,5,5,6,5,5,1,Female,31,1,1,1,3,507,50,50,50,50,50,8
12,7/14/19 18:02,7/14/19 18:10,0:08,1,"If you can't be there in person, send a letter.",4,4,4,4,5,4,4,4,I have carefully read and understand the instructions above.,FALSE,100,7.481,14.387,15.349,3,0,0,2.106,0,I have carefully read and understand the instructions above.,15.917,15.917,17.792,1,FALSE,0,0,3.006,0,90,8.12,8.12,8.878,1,0,0,3.007,0,80,2.471,2.471,3.342,1,0,0,3.005,0,90,1.769,1.769,2.428,1,0,0,3.107,0,90,2.999,2.999,3.746,1,0,0,3.006,0,90,2.614,2.614,3.629,1,500,100,100,1 in 10,10%,1 in 5,1 in 50,10,100,40 to 200,0.02,1 in 12 chance,90%,32,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,90,4.615,10.37,11.018,7,7,4,4,4,4,4,4,4,4,5,Male,24,1,1,1,2,492,90,80,90,90,90,9
13,7/14/19 18:02,7/14/19 18:10,0:08,1,"If you can't be there in person, send a letter.",2,1,1,6,6,3,2,3,I have carefully read and understand the instructions above.,TRUE,50,4.212,4.212,5.317,1,0,0,2.011,0,I have carefully read and understand the instructions above.,14.563,15.5,16.034,2,FALSE,0,0,3.023,0,10,3.278,3.278,4.261,1,0,0,3.119,0,10,2.051,2.051,3.076,1,0,0,3.024,0,20,1.865,1.865,2.698,1,0,0,3.01,0,20,2.141,2.141,3.062,1,0,0,3.112,0,20,1.593,1.593,2.404,1,500,10,0.10%,1 in 10,10%,2% in ten years,1 in 50 in ten years,10,100,20,5,1 in 12 chance,10,64,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,16,3.64,3.64,5.011,1,6,1,1,1,6,6,4,2,3,1,Male,31,1,1,0,2,569,10,10,20,20,20,12
14,7/14/19 18:01,7/14/19 18:10,0:09,1,"If you can't be there in person, send a letter. ",2,2,2,6,6,5,5,5,I have carefully read and understand the instructions above.,TRUE,20,4.444,4.444,5.183,1,0,0,2.009,0,I have carefully read and understand the instructions above.,9.741,9.741,11.263,1,FALSE,0,0,3.008,0,20,4.381,4.381,5.698,1,0,0,3.007,0,20,1.401,1.762,2.631,2,0,0,3.007,0,20,1.689,1.689,2.615,1,0,0,3.006,0,20,1.77,1.77,2.72,1,0,0,3.007,0,20,2.944,2.944,4.292,1,175,100,0.001,1 in 1000,10%,2,2,10,100,20,5,1 in 12 chance,10,25,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,20,1.199,3.811,6.051,2,5,2,2,2,4,4,5,5,4,2,Male,27,1,0,1,2,634,20,20,20,20,20,10
15,7/14/19 18:03,7/14/19 18:10,0:07,1,"regular old put-a-stamp-on-it
mail mail.
If you can't be there in person,
send a letter.
And if you have trouble finding the time, let us help you!",5,4,5,4,5,4,5,4,I have carefully read and understand the instructions above.,FALSE,50,8.221,8.221,9.543,1,0,0,2.01,0,I have carefully read and understand the instructions above.,7.603,7.603,9.333,1,FALSE,0,0,3.013,0,50,3.915,5.015,5.675,2,0,0,3.01,0,50,2.552,2.552,3.374,1,0,0,3.013,0,50,2.087,4.252,4.837,4,0,0,3.01,0,50,2.153,2.153,3.024,1,0,0,3.011,0,50,2.63,2.63,3.576,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,3.177,3.177,4.347,1,7,3,3,3,5,5,5,5,3,1,Male,24,1,1,1,1,701,50,50,50,50,50,13
16,7/14/19 18:02,7/14/19 18:10,0:08,1,"If you can’t be there in person, send a letter.",6,6,5,5,6,3,2,3,I have carefully read and understand the instructions above.,TRUE,30,2.849,4.176,5.321,3,0,0,2.009,0,I have carefully read and understand the instructions above.,10.641,10.641,11.497,1,FALSE,0,0,3.013,0,10,2.896,4.634,6.16,3,0,0,3.112,0,50,3.133,5.481,6.154,2,0,0,3.113,0,30,2.477,2.477,3.144,1,0,0,3.111,0,40,2.142,2.142,2.816,1,0,0,3.108,0,0,2.162,2.162,3.061,1,500,10,0.50%,1 in 10,10%,2%,2%,10,100,20,1,1 in 12 chance,5,64%,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,30,2.409,7.266,8.301,2,3,7,6,6,3,3,2,3,1,7,Female,25,1,1,1,1,319,10,50,30,40,0,11
17,7/14/19 18:02,7/14/19 18:11,0:09,1,If you can't be there in person send a letter.,2,3,2,6,6,4,2,5,I have carefully read and understand the instructions above.,FALSE,0,5.597,5.597,6.674,1,0,0,2.119,0,I have carefully read and understand the instructions above.,19.59,19.59,20.523,1,FALSE,0,0,3.008,0,50,3.956,4.803,6.856,2,0,0,3.02,0,50,1.825,3.767,4.758,2,0,0,3.017,0,50,2.22,2.22,2.978,1,0,0,3.008,0,50,1.088,1.088,1.799,1,0,0,3.017,0,50,0.945,1.66,2.53,2,500,10,1,1 in 10,10%,2,2,10,100,5,5,1 in 12 chance,10,6,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,1.203,2.077,2.901,2,5,2,2,2,6,5,4,3,5,1,Female,39,1,1,1,2,551,50,50,50,50,50,10
18,7/14/19 18:00,7/14/19 18:11,0:11,1,"If you can't be there in person, send a letter.",3,2,5,7,7,5,3,5,I have carefully read and understand the instructions above.,FALSE,20,8.431,8.431,9.622,1,0,0,2.106,0,I have carefully read and understand the instructions above.,13.009,13.009,19.411,1,FALSE,0,0,3.106,0,0,4.074,7.022,8.07,3,0,0,3.008,0,0,2.025,2.025,3.453,1,0,0,3.005,0,0,1.56,1.56,2.382,1,0,0,3.106,0,0,1.563,2.337,3.391,2,0,0,3.005,0,0,1.417,2.667,4.029,2,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,9,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,0,2.872,7.056,7.744,2,7,5,4,3,7,7,5,3,7,7,Male,23,1,1,1,1,54,0,0,0,0,0,14
19,7/14/19 18:01,7/14/19 18:11,0:10,1,mail mail.,1,1,1,6,6,3,1,5,I have carefully read and understand the instructions above.,FALSE,40,5.5,8.027,9.593,2,0,0,2.015,0,I have carefully read and understand the instructions above.,16.182,16.182,17.211,1,TRUE,0,0,3.008,0,50,5.319,5.319,6.159,1,0,0,3.014,0,50,2.333,2.333,3.497,1,0,0,3.018,0,50,1.706,1.706,2.248,1,0,0,3.112,0,50,1.453,2.612,4.363,2,0,0,3.013,0,50,1.85,1.85,2.832,1,500,100,0.0001,1 in 10,10%,2,1 in 50,10,100,20,5,1 in 12 chance,99,100,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,2.021,7.356,8.097,3,7,1,1,1,,6,3,1,4,1,Female,26,1,1,1,3,272,50,50,50,50,50,10
20,7/14/19 18:02,7/14/19 18:11,0:09,1,"If you can't be there in person, send a letter.",4,6,5,6,6,7,4,4,I have carefully read and understand the instructions above.,TRUE,10,3.237,5.128,6.375,2,0,0,2.006,0,I have carefully read and understand the instructions above.,6.154,6.154,12.063,1,FALSE,0,0,3.107,0,90,7.639,15.174,15.805,2,0,0,3.107,0,80,8.118,8.118,8.569,1,0,0,3.107,0,90,5.594,5.594,6.269,1,0,0,3.433,0,90,2.586,2.586,3.29,1,0,0,3.205,0,90,5.767,5.767,6.585,1,500,1,10,1 in 10,10%,2,1 in 50,10,1,20,5,1 in 12 chance,50,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,90,5.14,5.14,5.911,1,5,4,4,4,4,4,4,4,4,1,Female,31,1,0,1,2,247,90,80,90,90,90,10
21,7/14/19 18:03,7/14/19 18:11,0:08,1,"If you can't be there in person, send a letter.",1,1,2,5,5,3,3,2,I have carefully read and understand the instructions above.,FALSE,0,4.927,4.927,6.186,1,0,0,2.006,0,I have carefully read and understand the instructions above.,10.863,10.863,11.883,1,FALSE,0,0,3.106,0,10,3.199,3.199,4.076,1,0,0,3.007,0,20,1.629,1.629,2.349,1,0,0,3.006,0,10,1.696,2.511,2.908,2,0,0,3.106,0,10,1.427,1.427,2.424,1,0,0,3.11,0,10,1.487,1.487,2.415,1,500,1,0.1,1 in 10,10%,2,2,1,10,20,5,1 in 12 chance,9,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,12,7.588,11.662,12.082,3,6,1,1,1,4,5,4,2,3,1,Female,22,0,1,1,5,210,10,20,10,10,10,10
22,7/14/19 18:02,7/14/19 18:11,0:09,1,"If you can't be there in person, send a letter.",3,1,4,6,6,3,5,2,I have carefully read and understand the instructions above.,TRUE,30,15.685,15.685,17.042,1,0,0,2.006,0,I have carefully read and understand the instructions above.,10.565,14.66,17.911,5,FALSE,0,0,3.007,0,50,2.197,2.197,4.235,1,0,0,3.007,0,50,2.205,3.15,4.018,2,0,0,3.015,0,50,1.891,1.891,2.71,1,0,0,3.006,0,50,1.313,1.842,4.095,2,0,0,3.006,0,30,1.501,1.501,3.101,1,333,10,0.1,1 in 10,10%,2,1 in 50,10,100,20,5,1 in 12 chance,50,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,40,3.386,9.127,10.001,9,4,3,3,3,5,5,4,3,2,6,Male,23,1,1,0,1,594,50,50,50,50,30,13
23,7/14/19 18:01,7/14/19 18:11,0:10,1,"If you can't be there in person, send a letter.",2,1,2,4,5,6,3,3,I have carefully read and understand the instructions above.,FALSE,50,7.946,7.946,9.364,1,0,0,2.013,0,I have carefully read and understand the instructions above.,48.225,48.225,49.17,1,FALSE,0,0,3.012,0,50,4.162,4.162,5.191,1,0,0,3.013,0,50,2.3,2.3,3.063,1,0,0,3.01,0,50,1.906,1.906,2.659,1,0,0,3.01,0,50,1.872,1.872,2.615,1,0,0,3.007,0,50,1.548,1.548,2.441,1,500,10,0.1,1 in 10,10%,2,1 in 50,10,100,20,0.5,1 in 12 chance,50,64,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,3.267,3.267,4.803,1,7,2,3,2,6,6,6,5,6,1,Male,20,0,0,0,1,513,50,50,50,50,50,13
24,7/14/19 18:00,7/14/19 18:11,0:11,1,"If you can't be there in person, send a letter.",2,3,3,3,5,1,1,1,I have carefully read and understand the instructions above.,FALSE,50,22.919,22.919,23.888,1,0,0,2.107,0,I have carefully read and understand the instructions above.,12.344,12.344,17.272,1,FALSE,0,0,3.009,0,40,3.627,3.627,5.369,1,0,0,3.107,0,50,2.043,2.043,3.179,1,0,0,3.007,0,50,1.791,1.791,2.673,1,0,0,3.007,0,50,1.907,1.907,2.644,1,0,0,3.107,0,60,1.999,1.999,2.948,1,500,10,0.10%,1 in 10,10%,2%,2%,10,100,20%,5,1 in 12 chance,10%,64%,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,50,2.831,5.047,8.054,2,7,1,2,1,5,5,3,1,4,1,Male,30,0,1,0,1,457,40,50,50,50,60,13
25,7/14/19 18:00,7/14/19 18:11,0:11,1,"If you can't be there in person, send a letter.",2,1,2,5,5,5,4,4,I have carefully read and understand the instructions above.,TRUE,10,6.908,6.908,7.92,1,0,0,2.106,0,I have carefully read and understand the instructions above.,10.259,10.259,11.497,1,FALSE,0,0,3.006,0,0,3.923,3.923,5.145,1,0,0,3.005,0,40,3.136,3.136,4.235,1,0,0,3.006,0,0,3.016,3.016,4.236,1,0,0,3.106,0,10,2.8,2.8,3.879,1,0,0,3.005,0,0,1.725,1.725,3.214,1,500,10,0.1,1 in 10,10%,2,2,10,100,20,5,1 in 12 chance,10,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,10,2.867,2.867,4.549,1,6,1,1,1,4,3,4,4,4,1,Female,50,1,0,1,2,377,0,40,0,10,0,13
26,7/14/19 18:02,7/14/19 18:11,0:09,1,If you can't be there in person. send a letter. ,3,2,3,7,7,5,4,4,I have carefully read and understand the instructions above.,FALSE,20,5.685,7.868,11.077,2,0,0,2.111,0,I have carefully read and understand the instructions above.,17.255,17.255,18.565,1,FALSE,0,0,3.008,0,0,5.861,5.861,9.04,1,0,0,3.009,0,0,1.733,1.733,3.57,1,0,0,3.008,0,0,1.701,1.701,3.331,1,0,0,3.007,0,0,1.771,1.771,3.771,1,0,0,3.108,0,0,2.165,4.181,5.553,5,524,10,0.001,1 in 10,10%,1,0.01,10,100,20,5,1 in 12 chance,90,64,They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.,Report the average percent of the stake that you recall transferring,0,1.956,2.856,4.678,2,7,1,2,2,7,7,5,3,4,1,Male,27,1,1,1,2,341,0,0,0,0,0,11
27,7/14/19 18:02,7/14/19 18:11,0:09,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,6,7,I have carefully read and understand the instructions above.,FALSE,10,6.628,7.544,8.592,2,0,0,2.012,0,I have carefully read and understand the instructions above.,20.717,21.072,21.951,2,FALSE,0,0,3.008,0,20,4.974,7.422,8.513,3,0,0,3.11,0,30,1.564,1.564,2.827,1,0,0,3.012,0,30,1.786,1.786,2.913,1,0,0,3.009,0,20,1.2,1.2,2.33,1,0,0,3.113,0,30,1.957,1.957,3.076,1,500,10,1,1 in 10,10%,2,2,1,1,20,2,1 in 12 chance,10,7,"They both tested positive for SARS, and the doctor is more likely to have the disease",Report the average percent of the stake that you recall transferring,25,5.334,9.564,10.659,2,6,1,1,1,7,7,7,7,7,1,Female,35,1,1,1,1,509,20,30,30,20,30,8
28,7/14/19 18:01,7/14/19 18:11,0:10,1,"If you can't be there in person, send a letter.",2,2,2,4,5,3,2,2,I have carefully read and understand the instructions above.,FALSE,0,6.175,6.175,7.54,1,0,0,2.11,0,I have carefully read and understand the instructions above.,15.726,15.726,16.685,1,FALSE,0,0,3.132,0,50,10.368,18.925,19.922,2,0,0,3.112,0,50,2.911,11.102,12.144,4,0,0,3.031,0,50,1.627,1.627,3.095,1,0,0,3.11,0,50,2.001,2.001,3.371,1,0,0,3.009,0,50,7.468,7.468,8.605,1,500,10,0.10%,1 in 10,10%,2% in ten years,2 in 100,10,100,20,5,1 in 12 chance,9%,64%,They both tested positive for SARS and therefore are equally likely to have the disease,Report the average percent of the stake that you recall transferring,50,3.799,3.799,15.524,1,7,2,2,2,3,4,2,2,3,1,Male,36,1,1,1,2,285,50,50,50,50,50,14
